filename,label,mean_saturation,black_spot_ratio
b19d8a20-6d33-4ad5-848b-e618c07756b7___FREC_Scab 3198.JPG,apple scab,0.36413255,0.0022735595703125
5a92a89d-a10e-423c-aed8-8505e04e15dc___RS_HL 7836.JPG,healthy,0.22218077,0.0410003662109375
d5c866b2-7eb2-421a-a42a-906308cbffb2___RS_HL 6116.JPG,healthy,0.16242407,0.1031494140625
d3db83a2-69b7-4de2-b868-fc3f04a0bf85___RS_HL 7481.JPG,healthy,0.2422337,0.039031982421875
98834a65-1043-4c21-b06e-5f625274b0c4___RS_HL 6267.JPG,healthy,0.18851541,0.1412353515625
c870969d-cf55-467f-85fe-f9752cb76ec6___RS_HL 6323.JPG,healthy,0.15122932,0.168182373046875
d1b50c46-7da6-4940-89e2-800d8c56c228___RS_HL 7594.JPG,healthy,0.29962757,0.0667266845703125
dc18b924-f172-445d-8fed-61445d437aaa___RS_HL 6270.JPG,healthy,0.28059295,0.17169189453125
d321145e-6ab0-4ad2-8109-f34ee4389149___RS_HL 7848.JPG,healthy,0.24357435,0.15289306640625
24adc938-da71-4d2a-9c7e-f2dc3a73c908___RS_HL 7307.JPG,healthy,0.2369556,0.0230712890625
f7416f1d-cd65-4f2e-be3e-ca701e693df5___RS_HL 7920.JPG,healthy,0.28733084,0.093292236328125
cb368d24-b5a9-4056-8515-096c649d4007___RS_HL 7752.JPG,healthy,0.18506375,0.0824432373046875
cd2bbe2b-8b63-44ea-a259-59d15dcf545d___RS_HL 8126.JPG,healthy,0.2512129,0.0342864990234375
86f3c6c0-3038-45dc-9307-3f548f20b74b___RS_HL 6318.JPG,healthy,0.22306685,0.1261749267578125
c9783552-aa6d-4288-ab36-a30887253bdd___RS_HL 7547.JPG,healthy,0.27026334,0.0357666015625
6a5ded2c-8123-4d42-86fe-7be3c9f268a1___RS_HL 6302.JPG,healthy,0.18615611,0.1653900146484375
86e79f38-1fcf-4581-945d-5a28ed6d6852___RS_HL 7391.JPG,healthy,0.18131983,0.1191558837890625
62e8755e-c7c8-4eb9-b937-4dd4f1e14723___RS_HL 7339.JPG,healthy,0.190525,0.13287353515625
449205c0-c994-4e4f-9ea4-ef7fa45f2151___RS_HL 7730.JPG,healthy,0.1880964,0.0214080810546875
6806c56d-b5d6-45fc-8e96-0d8def5932b9___RS_HL 5692.JPG,healthy,0.2808979,0.1928558349609375
ca4458ac-56ef-41f3-b7a9-6084846069fd___RS_HL 6072.JPG,healthy,0.25300798,0.1839447021484375
20d16569-6237-4038-b6a9-2b2e5375beea___RS_HL 6042.JPG,healthy,0.1864189,0.0805816650390625
d57f5f33-d8e9-4c40-80ad-c2875743f781___RS_HL 5726.JPG,healthy,0.27108833,0.2141876220703125
daf045c7-3756-4753-922e-8f36a84a3422___RS_HL 5719.JPG,healthy,0.22661708,0.1617431640625
9ece0a35-9af4-4974-acad-2aa973badf17___RS_HL 8129.JPG,healthy,0.24463947,0.08642578125
ecfed640-129c-4440-8617-fbe0372c0556___RS_HL 7485.JPG,healthy,0.25501406,0.08251953125
1aaa3665-febe-407c-8830-7919b093305e___RS_HL 7803.JPG,healthy,0.12723273,0.0291290283203125
ae4a5e3d-c781-49ec-901e-940f127e1688___RS_HL 6128.JPG,healthy,0.22041063,0.1006927490234375
4c7d424b-d418-4b72-84a9-2a639eabb5ec___RS_HL 5734.JPG,healthy,0.19246532,0.2227783203125
cc97a80b-968e-46ba-a7ad-afd3d0ffb21f___RS_HL 6048.JPG,healthy,0.18103448,0.051177978515625
e30a5d07-5f6a-459a-a92d-52f86824bd2a___RS_HL 7896.JPG,healthy,0.2091743,0.0569915771484375
bde3160c-8a91-4169-908c-62b3429dc829___RS_HL 5981.JPG,healthy,0.1765699,0.0531005859375
fd35b750-8672-4801-895f-88a1bab1ac70___RS_HL 7277.JPG,healthy,0.22765556,0.027374267578125
b3731461-8db1-42f5-9976-5f3b8b72935b___RS_HL 5973.JPG,healthy,0.13633546,0.003875732421875
9781c9ee-9e01-4599-b799-3651b487ccc7___RS_HL 7304.JPG,healthy,0.23883072,0.1133270263671875
4179bae8-d3f3-43ea-8e36-b3b4c752c261___RS_HL 6138.JPG,healthy,0.17007077,0.0656890869140625
74bda678-63b6-44fb-8e8f-259788239618___RS_HL 5830.JPG,healthy,0.32715395,0.2895355224609375
d6daf7ae-43ab-4a27-a881-8b716d6c55a1___RS_HL 5845.JPG,healthy,0.26147878,0.233245849609375
350182de-38b1-43bf-b189-1fec53a7f499___RS_HL 7867.JPG,healthy,0.21621019,0.095855712890625
35acdaad-cf75-4ea6-ae8b-02f5a6e7caeb___RS_HL 7620.JPG,healthy,0.29366317,0.1042633056640625
782b4257-75e0-46c4-8cf0-bae4f9895da6___RS_HL 7969.JPG,healthy,0.2693518,0.04486083984375
04125537-801d-4e15-b66c-224b09b4e1a7___RS_HL 7457.JPG,healthy,0.15614346,0.09637451171875
614e548e-9a13-428c-89bf-353a1880cf73___RS_HL 8190.JPG,healthy,0.18435612,0.03936767578125
36980863-22cb-4e05-a1f6-53039a89993a___RS_HL 5934.JPG,healthy,0.13805558,0.0082550048828125
4c3bd8fb-b507-4ef4-93b6-39f1b0d087d8___RS_HL 6252.JPG,healthy,0.21879523,0.121368408203125
836734c2-f568-4b02-896e-9a6bca89404f___RS_HL 7900.JPG,healthy,0.26955864,0.1298065185546875
48beab72-35ef-4711-ad53-579bfaf787d3___RS_HL 6230.JPG,healthy,0.20420162,0.2259521484375
3ee00792-0430-445e-8c25-970607d2759d___RS_HL 7810.JPG,healthy,0.27904356,0.0386199951171875
5d4206ed-09fa-42d5-a42d-2fc98cb4820d___RS_HL 6032.JPG,healthy,0.18288748,0.1340789794921875
2363daeb-88d5-43f3-925b-be7360c10394___RS_HL 5828.JPG,healthy,0.27315462,0.1693572998046875
3d2a5995-d293-471e-bcd3-862a8850d78d___RS_HL 5773.JPG,healthy,0.29718465,0.2452850341796875
4cd37f4e-557b-4317-8772-21abd1efec65___RS_HL 7420.JPG,healthy,0.12700284,0.021148681640625
fac07867-acdd-4a19-8be5-987958575af0___RS_HL 5972.JPG,healthy,0.13165274,0.000579833984375
7c2adcd0-fa59-4181-8abf-3840a445c786___RS_HL 7690.JPG,healthy,0.22805984,0.0019378662109375
34881ed6-417b-41a6-9f03-1b9be5f09bb6___RS_HL 7463.JPG,healthy,0.114729315,0.059600830078125
f38f938c-4c62-49f0-b271-d0616057e84e___RS_HL 7843.JPG,healthy,0.17987342,0.05767822265625
14c691eb-78de-417f-8832-93427151a6e1___RS_HL 8090.JPG,healthy,0.23312603,0.1180572509765625
228c3cfc-c511-4f1d-80ef-eb6a9e89cc0b___RS_HL 7383.JPG,healthy,0.15510184,0.052459716796875
16590622-481b-4f63-ac18-7f590f6af49a___RS_HL 7846.JPG,healthy,0.17513688,0.0437164306640625
d93353b1-0471-4372-8c80-cc8dbd069d46___RS_HL 7592.JPG,healthy,0.22965677,0.071807861328125
a5da624b-8a38-4e64-ae7f-ace8b7c20548___RS_HL 5997.JPG,healthy,0.19665469,0.1763916015625
039d297c-374b-47cd-bed1-a94ac757eb8b___RS_HL 7612.JPG,healthy,0.27866256,0.050537109375
0da8c59a-e54c-4408-ae3c-06d54608b20a___RS_HL 6236.JPG,healthy,0.15943882,0.087615966796875
ccf86248-4dee-4fa3-8192-fc145a227ff1___RS_HL 8097.JPG,healthy,0.24230744,0.061248779296875
3673d121-b5de-481c-b057-d4ee5b4959b1___RS_HL 6269.JPG,healthy,0.18351862,0.114349365234375
2bbd0a49-9a1c-473b-bdf3-51f154db463e___RS_HL 6081.JPG,healthy,0.2445184,0.2380828857421875
4f3f74a8-ea7f-4053-a14c-f2f6d3c219ad___RS_HL 7872.JPG,healthy,0.23776548,0.0540618896484375
3bfeaca2-de0b-4a2c-adc0-06adc87a1386___RS_HL 7425.JPG,healthy,0.1552432,0.043670654296875
375f1e44-235c-4ef0-a156-077b71abeed3___RS_HL 8162.JPG,healthy,0.21482958,0.0536041259765625
2b48ce1f-c273-4c10-a7b9-2528944097b4___RS_HL 7787.JPG,healthy,0.21377005,0.01898193359375
1c34397e-9b33-436e-83fc-bd42014fdfa6___RS_HL 5687.JPG,healthy,0.2753828,0.2534027099609375
e706b363-0bc0-4846-9b56-b7ff2f60e112___RS_HL 5952.JPG,healthy,0.22360411,0.004669189453125
801feab6-e225-4ce5-8bf0-6fb44a767045___RS_HL 7723.JPG,healthy,0.18615834,0.0
d182b332-f33a-4ea1-aa3c-51ef7f01efd5___RS_HL 6137.JPG,healthy,0.17110376,0.0597686767578125
51ad3661-ed25-4c8f-9f90-44f8f0f042e0___RS_HL 7645.JPG,healthy,0.16230962,3.0517578125e-05
1017bf7f-5a1e-459e-af55-c9a0f83f1b23___RS_HL 5868.JPG,healthy,0.24010289,0.2304534912109375
d6dd2845-b0ca-4a51-8d0f-db77c8f06e73___RS_HL 5748.JPG,healthy,0.28083324,0.2290802001953125
1d74fb02-045f-4919-b360-46e51ee33e82___RS_HL 6086.JPG,healthy,0.25589493,0.201263427734375
e6fe30f6-a65f-473c-b266-f9a5cec8f6b4___RS_HL 7559.JPG,healthy,0.24105148,0.0727386474609375
1a0ddafd-c52e-4ea1-ab34-a302cdc27be1___RS_HL 5785.JPG,healthy,0.25639874,0.19659423828125
9ebc421f-9c65-41ee-a650-2da921e8e7cb___RS_HL 6227.JPG,healthy,0.19079305,0.1218109130859375
8b944746-e4b0-4032-b5ec-8a6252128065___RS_HL 6266.JPG,healthy,0.20452328,0.035552978515625
33c721c9-aa91-4173-8695-916b61852017___RS_HL 7816.JPG,healthy,0.2054528,0.0809326171875
8098a8fe-6a51-485f-ab92-97350982e651___RS_HL 7474.JPG,healthy,0.12036878,0.056854248046875
a4f33d84-f27c-481d-83ac-9575c8469fe6___RS_HL 7960.JPG,healthy,0.23492844,0.0863800048828125
3b7ee41f-9af2-4425-a7ea-574ef63979c8___RS_HL 7838.JPG,healthy,0.2684321,0.0468902587890625
f9438410-18a8-4352-9aca-0d81c4574c2b___RS_HL 7742.JPG,healthy,0.15570325,0.015167236328125
32a59e5f-9167-42d4-8040-40563e416572___RS_HL 6156.JPG,healthy,0.17137048,0.052001953125
ce2974ce-80a1-4edc-ab11-901f22a0c009___RS_HL 7700.JPG,healthy,0.18765482,0.0099945068359375
37715958-a2d4-41d6-9672-9cafd0f1c146___RS_HL 7502.JPG,healthy,0.27073044,0.0903167724609375
ffb59eab-a2c5-471b-96f9-7699d5504b4d___RS_HL 7390.JPG,healthy,0.20615226,0.095428466796875
aeae3ac9-437e-4f74-9ff4-48f9058e6c9e___RS_HL 7974.JPG,healthy,0.2151844,0.08154296875
e4bca84a-8bf3-477f-8c67-208f7484b0af___RS_HL 7287.JPG,healthy,0.17187496,0.0
d9cf36cf-9ce1-4846-927e-17287008563e___RS_HL 7335.JPG,healthy,0.13857256,0.1274871826171875
23307db5-ba40-498c-9b96-2c6b65f40c27___RS_HL 6096.JPG,healthy,0.16504541,0.0406951904296875
5f4ef432-dcd4-4035-811a-b86aff3c885f___RS_HL 5963.JPG,healthy,0.21362795,0.0033721923828125
83636c4e-c4f1-47c4-81e8-0bcf7bac8995___RS_HL 5730.JPG,healthy,0.23761627,0.15655517578125
b85dfb75-f620-427c-9108-02547560a2b4___RS_HL 5913.JPG,healthy,0.20440584,0.0047607421875
fca55eaf-abbb-4941-89f7-e3698c1f77f1___RS_HL 8171.JPG,healthy,0.18899125,0.0302886962890625
45ec1880-a9d2-4458-bd99-f0a6c01e54c4___RS_HL 6303.JPG,healthy,0.19667625,0.19073486328125
950b3f81-0b23-4fed-a47c-e1291f430e8f___RS_HL 7418.JPG,healthy,0.13168563,0.0774993896484375
f0194580-8ee6-4149-a63d-7935bc29c09e___RS_HL 7761.JPG,healthy,0.2571187,0.0258331298828125
4f915b76-fe41-4201-ae61-9c9ad7cbc94d___RS_HL 5933.JPG,healthy,0.12892562,0.009124755859375
16b2b778-a864-496e-b292-3e9b4029902b___RS_HL 6178.JPG,healthy,0.2746955,0.1981353759765625
e1571e9e-b373-4d7d-9106-a0b1e4e89bd9___RS_HL 7342.JPG,healthy,0.21540672,0.1685333251953125
622b6e6e-1388-4933-9f74-3ae54937a3d7___RS_HL 5920.JPG,healthy,0.20913686,0.10504150390625
5ade6606-f111-4074-a533-30f215297f08___RS_HL 6282.JPG,healthy,0.21963161,0.0587310791015625
f76ff409-9723-4b89-83f9-1ff33edaffbc___RS_HL 7331.JPG,healthy,0.20569384,0.1681671142578125
c5bcd10f-39aa-47ce-a4e2-1f225bc60912___RS_HL 8037.JPG,healthy,0.19380437,0.052978515625
8cc94307-16b9-4e2c-a786-5ba504d244c3___RS_HL 7799.JPG,healthy,0.14780304,0.051361083984375
7c388477-2953-4b3d-8f22-7f9eed5fff5c___RS_HL 7527.JPG,healthy,0.34501728,0.0657806396484375
ab3bb73a-9828-4951-89c1-44a47e980ca2___RS_HL 7695.JPG,healthy,0.21969597,0.01312255859375
753a02e9-3624-4692-a0c9-ccb78c8f916b___RS_HL 5782.JPG,healthy,0.19445796,0.10546875
a2b40acc-cec7-4c42-a1d4-199b85f7e4a1___RS_HL 7675.JPG,healthy,0.18822297,0.000244140625
af00bd10-d7ef-4076-90c8-28f2d6ff6aa2___RS_HL 8188.JPG,healthy,0.2252126,0.1210174560546875
2b76e710-42aa-4732-9d60-c7fdaa14f9fa___RS_HL 5822.JPG,healthy,0.17202915,0.20025634765625
885dd825-a34b-4149-bbb0-445fa62a4e64___RS_HL 7814.JPG,healthy,0.30594045,0.1063995361328125
2b3fa6ff-a37a-497e-b122-5b29ae419bec___RS_HL 5979.JPG,healthy,0.1994798,0.0249481201171875
c6d8dca1-8921-4f81-aebe-90a692636b5a___RS_HL 7795.JPG,healthy,0.18493113,0.0059356689453125
3ecbb982-2844-4662-ad65-9a94fee38fa3___RS_HL 8060.JPG,healthy,0.11852771,0.0065460205078125
fb0953a0-71a5-4c1c-9fb3-f0d9888c2170___RS_HL 8036.JPG,healthy,0.17613192,0.038421630859375
a4b86fe3-2a80-4399-bc38-6ab0f6c1ece6___RS_HL 6056.JPG,healthy,0.13866177,0.0778961181640625
ca145350-137b-48ed-bbb4-0716f0f00448___RS_HL 7597.JPG,healthy,0.28888795,0.0599822998046875
e366d6d6-7a22-4182-bf81-a573831404a2___RS_HL 6165.JPG,healthy,0.17155416,0.126739501953125
9b84171d-c1b4-4697-a82b-e33535021013___RS_HL 5977.JPG,healthy,0.14830731,0.00836181640625
223dbe3b-9f96-473b-a6a6-ea354777ae1f___RS_HL 8040.JPG,healthy,0.19916704,0.062896728515625
f18afd6d-b745-4c09-b615-b1b6200bcd89___RS_HL 7683.JPG,healthy,0.20384674,0.0003509521484375
c05b58c7-3d82-4e6b-b64f-324e0d30d44b___RS_HL 6320.JPG,healthy,0.12484826,0.04644775390625
36c00bef-25c2-48ae-9505-41827bcd83d8___RS_HL 6085.JPG,healthy,0.2658502,0.2253875732421875
04d4f065-5cb8-4122-b479-d1362d007276___RS_HL 7719.JPG,healthy,0.19719535,0.0
ddca8aa6-4338-40ea-bf8b-004a53547144___RS_HL 6052.JPG,healthy,0.21928295,0.0996856689453125
4c368acb-0a47-4c7f-84bd-29dc74660db9___RS_HL 5800.JPG,healthy,0.34296528,0.2980804443359375
c1fb257d-b00b-4a71-baad-92a73af09f52___RS_HL 5745.JPG,healthy,0.28863865,0.2598876953125
2d1542c5-6771-4433-a912-313e77945d85___RS_HL 5683.JPG,healthy,0.20040022,0.2190704345703125
21c42956-0894-43bf-a1b8-787ef33594c2___RS_HL 7686.JPG,healthy,0.20323817,0.00079345703125
ba78848a-d307-4ba9-bb8e-34de742de684___RS_HL 7266.JPG,healthy,0.20652282,0.0219573974609375
95884f1c-6886-41a1-9ce3-cffa1dcaf8e5___RS_HL 6051.JPG,healthy,0.246745,0.08026123046875
1fd5cde9-dc78-4b8d-a82c-ab9a29880894___RS_HL 7918.JPG,healthy,0.31270397,0.0721588134765625
0bb2ddc5-d1f4-4fc2-be6b-6b63c60790df___RS_HL 7550.JPG,healthy,0.23456813,0.0301971435546875
81dd861f-5c83-41f3-8aa2-2abbb94ed9f5___RS_HL 7325.JPG,healthy,0.24900283,0.1441650390625
2e599aab-11dd-4073-845e-b45a6accb4de___RS_HL 8009.JPG,healthy,0.26100487,0.1522674560546875
4aa3b2bb-1bd4-410a-bf6b-09862798bf88___RS_HL 6148.JPG,healthy,0.21700588,0.075836181640625
b79b7572-548b-400e-a675-1ffa9a1d6079___RS_HL 6281.JPG,healthy,0.22830567,0.16815185546875
e1feed76-9ae7-449b-8c58-aebd806c680b___RS_HL 8034.JPG,healthy,0.22310482,0.13677978515625
0646a42e-9fdd-4914-9879-50843fe1ac6d___RS_HL 6111.JPG,healthy,0.14063604,0.1033477783203125
be76ffa1-32a2-4d45-a5b4-740f0eb73156___RS_HL 5974.JPG,healthy,0.15648454,0.01922607421875
5857071f-208a-40a0-85f2-6bc9f5a98fea___RS_HL 6026.JPG,healthy,0.13572061,0.09814453125
526782c6-8d24-4438-8255-37422811d33f___RS_HL 7601.JPG,healthy,0.27623415,0.036712646484375
a0ebd8aa-d4d7-459e-8ecf-72f6854436aa___RS_HL 6238.JPG,healthy,0.17008783,0.182830810546875
8eb47c92-87b8-4c92-a6a1-faf62e651e3e___RS_HL 8156.JPG,healthy,0.20923385,0.083648681640625
bb575ddf-8661-4bcc-82ee-25050ba543b7___RS_HL 5807.JPG,healthy,0.20014171,0.1527252197265625
f7ac955e-05a2-455a-88aa-2771234e9be0___RS_HL 7530.JPG,healthy,0.24025005,0.054718017578125
8f9ea5b9-f4c7-46d9-88b1-af5cf17694a0___RS_HL 7271.JPG,healthy,0.27079916,0.0628662109375
74f7c545-de83-473d-82de-1e8c89fd975a___RS_HL 8172.JPG,healthy,0.1923955,0.0447540283203125
a5121b4f-be3e-4911-9d15-2678a0ccf66d___RS_HL 7751.JPG,healthy,0.15848851,0.013397216796875
0e9d1f0c-19b3-4765-87cc-470413d16275___RS_HL 7637.JPG,healthy,0.23279843,0.051910400390625
997e59bf-7010-4153-a994-47aee2fdc666___RS_HL 8023.JPG,healthy,0.18771136,0.021453857421875
37b1cd89-582a-40ce-b2ec-6a635e1fea17___RS_HL 6151.JPG,healthy,0.19867319,0.154083251953125
2255256e-1e76-4c19-8d32-f168ac6eeaa2___RS_HL 5784.JPG,healthy,0.3197509,0.322052001953125
58bebbd8-1cfa-486b-86b3-64cf33697320___RS_HL 7651.JPG,healthy,0.1760242,0.0012969970703125
c933494d-e4a3-497e-8518-c239d4f49f96___RS_HL 7423.JPG,healthy,0.11820703,0.062957763671875
ab23fdc9-8036-47f2-a32b-b3facb13fd5b___RS_HL 5947.JPG,healthy,0.18457991,0.051025390625
b0233269-e0b7-4314-8aa1-6b7ecfd12033___RS_HL 8049.JPG,healthy,0.18484513,0.05517578125
34b8de2a-d30e-4e52-8269-d65cc4e444f6___RS_HL 7717.JPG,healthy,0.20930454,0.0
606de063-baa7-4f80-b474-6e5cf4ea010a___RS_HL 7979.JPG,healthy,0.20335194,0.06610107421875
1ceda3e6-3df1-4a82-a5f5-6c62dbd8ccc3___RS_HL 8072.JPG,healthy,0.30393282,0.0585174560546875
38c039b6-23f0-4fc2-a0df-e5ec3f523a09___RS_HL 5887.JPG,healthy,0.27194688,0.3280181884765625
c936479f-544d-482a-a3d2-19b8bf69bf8d___RS_HL 7898.JPG,healthy,0.3176372,0.0374908447265625
0d072074-0253-4a6b-a4cb-02f520c46942___RS_HL 5805.JPG,healthy,0.18453547,0.178375244140625
77273304-be77-4b74-a4ed-cd42826f4635___RS_HL 8178.JPG,healthy,0.18238252,0.0197906494140625
b9e6aeac-899b-4f14-9e45-abb938f58ec1___RS_HL 8200.JPG,healthy,0.24394384,0.033111572265625
28c298e3-0846-4372-a9ab-562f2ce7cf9d___RS_HL 5846.JPG,healthy,0.19771756,0.1429595947265625
0ca762d0-3853-4018-896e-8f01e29cb144___RS_HL 7558.JPG,healthy,0.24141082,0.029449462890625
a1630d3e-2f30-455e-b259-d92b7b332588___RS_HL 5768.JPG,healthy,0.24178715,0.1873779296875
1a219a0d-defa-4ed1-8878-e3f6aeac847b___RS_HL 6046.JPG,healthy,0.18018043,0.2259979248046875
99eee6bd-5bca-412a-beaa-afc6009bb868___RS_HL 7434.JPG,healthy,0.12889528,0.0532989501953125
88334c09-9bd6-4653-8109-f1a36383b131___RS_HL 7841.JPG,healthy,0.18901302,0.033111572265625
514b3065-844b-40c8-8a86-043200a1779e___RS_HL 7721.JPG,healthy,0.2007928,3.0517578125e-05
68b064ad-fce1-4ab8-9c2c-82f49c4a5ee2___RS_HL 7993.JPG,healthy,0.21454448,0.0878448486328125
8de1ca48-0d3b-4473-bc5a-9b4a881006ff___RS_HL 7433.JPG,healthy,0.12834428,0.1141357421875
6627c6e7-9d4f-41a7-9d86-ad04cfe2841a___RS_HL 7442.JPG,healthy,0.19048694,0.090423583984375
6d276438-7f26-4b65-b425-a18ce241ab04___RS_HL 6050.JPG,healthy,0.20360829,0.0757904052734375
d826b07d-a57b-4331-a451-8bb1ea264861___RS_HL 7537.JPG,healthy,0.2386557,0.0759124755859375
01b32971-5125-4982-98e2-22daa9ae864a___RS_HL 7977.JPG,healthy,0.17207204,0.03558349609375
5bf61b7f-4211-4667-b004-3481279854f2___RS_HL 8095.JPG,healthy,0.22409418,0.0551910400390625
fe0140ff-8690-437b-b3b6-dc7d476cb2d7___RS_HL 7837.JPG,healthy,0.2531439,0.042877197265625
43619607-151e-41c1-b428-89f24c177515___RS_HL 5723.JPG,healthy,0.2146715,0.22698974609375
c2498e7d-1a61-467a-9de9-800bab0e69bb___RS_HL 7395.JPG,healthy,0.16980714,0.1192169189453125
18a10d55-e00c-4bb7-9ea6-d11bf0de070e___RS_HL 7252.JPG,healthy,0.26418623,0.0517425537109375
3d0032d5-ac37-4dbe-8c2c-ef567472578b___RS_HL 7750.JPG,healthy,0.23684645,0.00506591796875
1230a95a-5f08-4fd6-b6e9-44c0c7b1fe8c___RS_HL 8092.JPG,healthy,0.23666605,0.1100616455078125
eb1b7162-9f7a-4bb7-b3fc-5dcaef541b55___RS_HL 6218.JPG,healthy,0.21232253,0.0909576416015625
7ac83dd1-c411-4348-82d9-f59abcf75924___RS_HL 7245.JPG,healthy,0.26242387,0.123016357421875
44707c11-0d08-411f-9fa3-21d3edf72031___RS_HL 6255.JPG,healthy,0.19853091,0.0740966796875
04032305-5ca9-4110-b517-461f13c95f18___RS_HL 7446.JPG,healthy,0.18602845,0.0627288818359375
0c30f1f2-9eed-4861-bf66-eceae1b0b625___RS_HL 7430.JPG,healthy,0.15108486,0.066070556640625
f2904228-2cc6-4c6c-a2b5-6951a6f3535e___RS_HL 6254.JPG,healthy,0.17086776,0.0701904296875
94c36e88-6c77-4e7b-b6c8-bf354d8f6fe9___RS_HL 7930.JPG,healthy,0.27770823,0.112060546875
d43caafc-79b9-43fb-ad92-d72d56a98494___RS_HL 7398.JPG,healthy,0.1589373,0.1027984619140625
d96d3f24-2fb9-4650-8cd4-c58e1a42f18f___RS_HL 8176.JPG,healthy,0.1744588,0.039703369140625
a88f01ad-8550-49f1-9757-e9e9649d81b2___RS_HL 7360.JPG,healthy,0.16945016,0.068084716796875
8e11b695-ac84-42c4-926a-b48b311bcfe8___RS_HL 7782.JPG,healthy,0.20270585,0.1485443115234375
0802be25-38cf-4c85-bc3b-31988cafadcd___RS_HL 8084.JPG,healthy,0.16998295,0.0449066162109375
d56f2b29-74ed-4997-a16c-f3416fe36c04___RS_HL 7988.JPG,healthy,0.21215838,0.0391845703125
c09a02e7-f47a-4dea-b648-eaad0d9f3df1___RS_HL 6037.JPG,healthy,0.12776056,0.113983154296875
0199bffc-baee-499f-8e03-5dadb8b671be___RS_HL 8042.JPG,healthy,0.26759362,0.0635528564453125
a30edbd9-7605-47ca-9841-dce943c3e12a___RS_HL 7523.JPG,healthy,0.24612893,0.0117034912109375
274144ec-893c-43fb-ad9a-18f71ead2e58___RS_HL 5971.JPG,healthy,0.22534943,0.057281494140625
1398b04d-e259-418b-a5db-d4b20b7a3380___RS_HL 7536.JPG,healthy,0.21024606,0.0252685546875
4cc430bb-9f3d-4dfc-86c0-0dfdfd71ebb3___RS_HL 6147.JPG,healthy,0.19923247,0.1571807861328125
0d776b17-9724-44b9-9186-c89fd17bcf16___RS_HL 8073.JPG,healthy,0.26261348,0.0301513671875
17e328e5-37ef-4f34-b610-092fdfbbb314___RS_HL 5915.JPG,healthy,0.2242881,0.00115966796875
4b8ec331-226a-4526-a87f-a2d45df438d7___RS_HL 5961.JPG,healthy,0.20860219,0.00250244140625
d7308460-64d2-4e9e-aa0d-5b4f62d378ef___RS_HL 5802.JPG,healthy,0.26086435,0.2079315185546875
5823ffd3-bd23-4088-80f5-dd33ae876694___RS_HL 7765.JPG,healthy,0.19341739,0.0709228515625
56357993-94b9-4ed2-bc6e-22d4245f958e___RS_HL 7313.JPG,healthy,0.25892067,0.000457763671875
d9e69ce7-c65b-4c96-85ad-04fcb1698d55___RS_HL 8020.JPG,healthy,0.13842818,0.003021240234375
5345137b-4957-4d47-896c-e9dcab8b7c43___RS_HL 7685.JPG,healthy,0.18206185,0.0078125
188d8d1c-a33a-4513-b97f-466135939339___RS_HL 8151.JPG,healthy,0.2172903,0.07550048828125
a7fde017-ef6b-44c7-9b1e-825ed048fcce___RS_HL 6049.JPG,healthy,0.22349903,0.12762451171875
5a2ee566-426a-4422-b8e7-14e2e3190846___RS_HL 7486.JPG,healthy,0.23821256,0.033447265625
8130bd33-0680-4140-84c5-85f11c6c34ff___RS_HL 7397.JPG,healthy,0.16441554,0.120880126953125
990838f4-b976-45bb-859d-95de901acc8c___RS_HL 7365.JPG,healthy,0.17239757,0.1371612548828125
1b22388a-cf05-4795-892f-a5b6f35304d5___RS_HL 8141.JPG,healthy,0.20601918,0.0621185302734375
7ea27d6d-f7a0-44b3-b6a2-f24455deb48b___RS_HL 7589.JPG,healthy,0.2263386,0.0626068115234375
e8f01d04-432d-4894-990b-df471a782651___RS_HL 6297.JPG,healthy,0.20604794,0.1745758056640625
6b1696f3-a455-4ac4-b5e4-2839681937fe___RS_HL 5867.JPG,healthy,0.2558083,0.2151031494140625
5fc41ba8-baf5-47ce-b6e5-3741dd3b154f___RS_HL 5965.JPG,healthy,0.24070287,0.0405731201171875
40b69253-5e07-452f-82b5-8d4f0f15e400___RS_HL 5813.JPG,healthy,0.22425878,0.1996307373046875
a1867bda-d965-4389-8a19-ed13c82df5f6___RS_HL 7655.JPG,healthy,0.17664915,3.0517578125e-05
04467511-de12-439c-853f-ef4d99785541___RS_HL 7367.JPG,healthy,0.17897706,0.1189727783203125
cd320898-881e-4546-86fe-dd8676a88db8___RS_HL 7516.JPG,healthy,0.24169713,0.04547119140625
8c678916-c5d8-445d-9283-88c90c529edc___RS_HL 5740.JPG,healthy,0.2567297,0.2053375244140625
8656f9ff-3a95-4350-af32-82ed2fbff533___RS_HL 7976.JPG,healthy,0.14724958,0.01922607421875
bae0be56-db99-469e-909a-6035f9b85443___RS_HL 6003.JPG,healthy,0.20981628,0.0606689453125
b3562453-945e-4462-8589-ec879c2a4102___RS_HL 5893.JPG,healthy,0.26911706,0.0361480712890625
f2cda910-55c7-46d7-b1a2-9a3bb9792148___RS_HL 6274.JPG,healthy,0.22203697,0.0956878662109375
41969f52-e194-401e-a55b-4ff88f740a8a___RS_HL 6125.JPG,healthy,0.13215372,0.0347900390625
6e9b4ada-0f43-4de2-8e5d-463a3cb4da0f___RS_HL 7495.JPG,healthy,0.19239406,0.0487213134765625
6034f340-2122-4fe1-8696-cd5327f6984f___RS_HL 7445.JPG,healthy,0.1884093,0.1082305908203125
